Present_Tmax;LDAPS_RHmin;LDAPS_RHmax;LDAPS_Tmax_lapse;LDAPS_Tmin_lapse;LDAPS_WS;LDAPS_LH;LDAPS_CC1;LDAPS_CC2;LDAPS_CC3;LDAPS_CC4;LDAPS_PPT1;LDAPS_PPT2;LDAPS_PPT3;LDAPS_PPT4;lat;lon;DEM;Slope;Solar radiation;Next_Tmax
31,80;51,77;82,88;32,16;27,15;8,54;32,27;0,25;0,13;0,37;0,10;0,01;0,00;0,00;0,00;37,55;126,94;30,05;0,86;5538,56;32,10
30,70;55,06;87,65;31,48;26,15;6,56;103,43;0,20;0,05;0,25;0,04;0,00;0,00;0,00;0,00;37,47;127,00;82,29;2,26;5514,98;31,60
30,70;52,65;93,15;31,86;25,95;6,99;137,14;0,26;0,15;0,33;0,09;0,01;0,00;0,00;0,00;37,62;127,10;53,47;0,70;5539,52;31,70
33,10;54,08;92,71;31,71;25,83;6,17;101,29;0,22;0,09;0,29;0,06;0,00;0,00;0,00;0,00;37,48;127,02;56,44;1,23;5526,57;33,90
31,60;53,83;84,67;31,58;26,72;8,54;48,39;0,25;0,14;0,36;0,13;0,01;0,00;0,00;0,00;37,58;126,94;75,09;1,77;5565,21;32,10
30,90;62,40;95,73;29,92;24,91;12,22;100,46;0,24;0,10;0,24;0,08;0,00;0,00;0,00;0,00;37,62;127,00;146,55;4,73;5610,56;31,80
31,50;46,33;83,55;33,01;27,01;8,13;18,16;0,25;0,12;0,31;0,08;0,00;0,00;0,00;0,00;37,55;127,04;26,30;0,57;5528,96;32,00
31,80;52,87;89,66;32,05;26,53;6,83;79,33;0,26;0,12;0,33;0,08;0,00;0,00;0,00;0,00;37,51;127,09;21,97;0,13;5520,06;33,10
32,30;57,49;87,38;31,04;26,68;8,22;83,79;0,21;0,14;0,30;0,09;0,01;0,00;0,00;0,00;37,54;126,89;15,59;0,16;5519,46;32,50
32,30;53,63;84,80;31,78;26,98;8,60;46,22;0,22;0,13;0,30;0,08;0,01;0,00;0,00;0,00;37,52;126,91;17,30;0,22;5517,21;32,70
32,70;48,62;81,83;32,75;27,39;8,24;20,05;0,25;0,10;0,36;0,09;0,00;0,00;0,00;0,00;37,52;126,97;19,58;0,27;5524,55;32,20
28,50;78,90;99,99;26,39;24,40;11,15;30,53;0,47;0,85;0,85;0,49;0,00;1,03;1,13;0,53;37,60;126,99;212,34;2,79;5651,47;26,50
30,00;70,92;98,82;28,57;25,63;8,08;49,87;0,45;0,84;0,88;0,48;0,00;0,90;1,42;0,34;37,60;127,03;44,76;0,51;5517,53;28,90
32,00;66,98;97,19;29,37;25,96;8,05;50,06;0,45;0,89;0,91;0,51;0,00;1,16;1,89;0,23;37,58;127,06;33,31;0,27;5511,97;29,50
31,40;85,99;99,24;27,02;25,21;7,83;47,39;0,42;0,77;0,83;0,47;0,01;1,28;1,84;0,13;37,65;127,02;45,72;2,53;5504,04;29,60
31,70;85,66;96,85;27,27;25,36;7,62;48,95;0,39;0,84;0,82;0,54;0,00;0,88;0,45;0,07;37,55;127,14;35,04;0,51;5504,91;29,40
32,00;76,22;94,27;28,03;25,80;7,31;42,65;0,45;0,79;0,88;0,55;0,00;1,54;0,29;0,03;37,51;127,04;54,64;0,15;5519,03;30,00
30,90;84,09;99,18;27,31;25,18;8,21;61,25;0,48;0,84;0,87;0,46;0,02;1,37;0,72;0,10;37,58;126,84;12,37;0,10;5496,13;29,30
31,00;74,96;98,70;28,10;25,39;8,65;33,45;0,45;0,85;0,88;0,49;0,00;1,59;0,57;0,19;37,47;126,91;52,52;1,56;5505,75;29,20
32,40;81,54;99,59;27,32;24,94;8,75;34,01;0,45;0,84;0,87;0,46;0,00;1,19;0,26;0,12;37,50;126,83;50,93;0,41;5525,12;29,50
29,90;74,26;99,52;26,86;24,78;8,84;37,78;0,38;0,78;0,85;0,50;0,00;2,00;0,32;0,33;37,46;126,96;208,51;5,18;5503,89;28,50
31,60;74,59;93,73;28,43;26,06;7,19;48,97;0,41;0,84;0,86;0,59;0,00;1,22;0,34;0,09;37,54;127,09;28,70;0,62;5514,80;29,20
31,30;66,81;99,09;28,50;25,10;9,14;49,76;0,50;0,89;0,90;0,48;0,00;1,12;1,24;0,28;37,55;126,99;132,12;0,59;5568,20;28,90
32,50;70,01;96,15;28,98;26,05;7,36;50,39;0,44;0,84;0,87;0,50;0,00;1,42;1,88;0,26;37,58;127,08;59,83;2,69;5502,17;30,10
31,10;68,08;97,66;29,09;25,71;8,66;26,31;0,46;0,86;0,91;0,50;0,00;1,41;0,67;0,17;37,50;126,93;30,97;0,62;5503,83;29,70
31,00;67,36;98,12;29,21;25,54;8,30;50,61;0,49;0,89;0,86;0,46;0,00;1,06;0,90;0,17;37,55;126,94;30,05;0,86;5517,88;29,20
30,70;77,59;96,65;27,75;25,84;6,66;36,98;0,39;0,78;0,80;0,49;0,00;1,82;0,28;0,13;37,47;127,00;82,29;2,26;5493,25;29,20
30,70;82,24;97,82;27,11;25,34;6,77;40,08;0,45;0,81;0,90;0,50;0,00;0,87;2,08;0,31;37,62;127,10;53,47;0,70;5518,57;29,00
32,50;82,35;94,54;27,67;25,32;6,15;36,77;0,40;0,79;0,83;0,50;0,00;1,46;0,25;0,03;37,48;127,02;56,44;1,23;5505,31;31,40
30,60;68,82;98,25;28,65;25,29;8,51;29,51;0,51;0,85;0,83;0,44;0,00;0,94;0,91;0,22;37,58;126,94;75,09;1,77;5544,51;28,40
31,20;81,18;100,00;26,64;24,63;13,54;14,62;0,44;0,80;0,83;0,49;0,00;1,17;1,45;0,56;37,62;127,00;146,55;4,73;5590,24;28,70
31,10;70,34;97,47;29,16;26,00;7,37;47,93;0,48;0,85;0,92;0,54;0,00;1,51;1,52;0,23;37,55;127,04;26,30;0,57;5508,15;29,20
32,30;78,43;94,12;28,30;25,88;6,88;51,75;0,39;0,83;0,83;0,56;0,00;0,84;0,11;0,02;37,51;127,09;21,97;0,13;5499,10;29,90
31,80;73,23;99,02;28,67;25,43;8,25;55,25;0,46;0,86;0,88;0,49;0,00;1,02;0,55;0,12;37,54;126,89;15,59;0,16;5498,56;29,90
31,70;69,79;98,16;29,09;25,61;8,48;42,21;0,47;0,88;0,90;0,49;0,00;1,11;0,43;0,13;37,52;126,91;17,30;0,22;5496,24;29,70
31,50;65,04;97,39;29,49;25,94;8,07;42,74;0,48;0,87;0,88;0,52;0,00;1,34;0,83;0,21;37,52;126,97;19,58;0,27;5503,73;30,10
26,00;66,58;99,40;27,96;22,81;8,64;95,15;0,64;0,51;0,05;0,03;3,03;0,05;0,00;0,00;37,60;126,99;212,34;2,79;5630,51;28,00
28,30;57,85;96,03;30,04;24,33;6,29;81,38;0,59;0,54;0,02;0,01;3,65;0,03;0,00;0,00;37,60;127,03;44,76;0,51;5496,02;30,60
29,00;53,00;93,24;30,68;24,59;6,87;47,66;0,66;0,59;0,06;0,01;1,65;0,20;0,00;0,00;37,58;127,06;33,31;0,27;5490,47;31,70
29,20;66,41;99,83;29,44;24,14;5,87;101,11;0,52;0,43;0,04;0,01;2,18;0,01;0,00;0,00;37,65;127,02;45,72;2,53;5482,39;31,60
29,00;59,30;96,20;29,76;24,24;6,93;114,14;0,80;0,56;0,09;0,02;2,20;1,38;0,00;0,00;37,55;127,14;35,04;0,51;5483,25;31,70
30,00;56,57;94,77;30,04;24,73;7,01;60,58;0,60;0,59;0,10;0,02;0,81;1,88;0,00;0,00;37,51;127,04;54,64;0,15;5497,36;31,30
29,00;70,74;97,10;28,10;23,58;6,40;112,86;0,74;0,48;0,04;0,05;2,90;0,01;0,00;0,00;37,58;126,84;12,37;0,10;5474,55;29,70
28,90;62,17;95,09;29,14;23,86;7,12;53,75;0,59;0,58;0,10;0,04;0,94;0,83;0,00;0,00;37,47;126,91;52,52;1,56;5483,88;30,50
29,00;67,20;97,58;28,20;23,49;7,11;94,15;0,59;0,47;0,03;0,06;0,95;0,01;0,00;0,00;37,50;126,83;50,93;0,41;5503,61;30,90
28,30;68,02;98,14;27,71;22,84;7,97;72,41;0,50;0,55;0,10;0,02;0,66;1,51;0,00;0,00;37,46;126,96;208,51;5,18;5480,28;30,00
28,90;53,69;94,20;30,56;24,64;7,23;70,50;0,68;0,56;0,08;0,02;1,48;1,71;0,00;0,00;37,54;127,09;28,70;0,62;5493,43;31,20
28,50;57,24;94,68;29,29;24,24;7,19;52,33;0,68;0,59;0,04;0,03;2,22;0,15;0,00;0,00;37,55;126,99;132,12;0,59;5546,43;31,60
29,50;51,97;93,58;30,69;24,44;7,02;63,00;0,65;0,57;0,04;0,02;1,18;0,72;0,00;0,00;37,58;127,08;59,83;2,69;5480,26;31,90
29,20;56,60;92,44;29,95;24,79;7,39;27,31;0,62;0,57;0,05;0,03;1,23;0,29;0,00;0,00;37,50;126,93;30,97;0,62;5482,19;30,70
28,50;59,15;94,27;29,56;24,92;6,95;52,84;0,69;0,53;0,04;0,04;2,42;0,07;0,00;0,00;37,55;126,94;30,05;0,86;5496,54;31,30
28,90;66,37;95,69;28,83;24,03;6,84;85,62;0,50;0,57;0,09;0,01;0,69;1,57;0,00;0,00;37,47;127,00;82,29;2,26;5470,84;30,20
28,50;59,12;95,76;30,05;23,93;6,64;132,16;0,59;0,58;0,04;0,02;1,80;0,34;0,00;0,00;37,62;127,10;53,47;0,70;5496,94;30,90
30,80;64,55;94,92;29,29;24,42;6,68;89,30;0,50;0,57;0,09;0,01;0,78;1,41;0,00;0,00;37,48;127,02;56,44;1,23;5483,37;32,40
28,10;60,35;94,18;29,31;24,44;6,88;49,62;0,69;0,54;0,04;0,05;2,29;0,06;0,00;0,00;37,58;126,94;75,09;1,77;5523,14;31,80
28,30;69,28;99,85;28,31;23,48;8,72;96,80;0,57;0,48;0,04;0,01;2,88;0,02;0,00;0,00;37,62;127,00;146,55;4,73;5569,27;30,80
29,00;53,79;93,95;30,59;24,65;6,99;48,58;0,66;0,60;0,06;0,02;1,06;0,43;0,00;0,00;37,55;127,04;26,30;0,57;5486,68;30,40
29,60;58,19;93,57;29,93;24,71;6,94;78,84;0,66;0,57;0,10;0,02;1,69;1,23;0,00;0,00;37,51;127,09;21,97;0,13;5477,49;32,30
29,60;65,57;95,74;28,62;24,46;6,71;79,67;0,67;0,46;0,04;0,07;1,53;0,03;0,00;0,00;37,54;126,89;15,59;0,16;5477,00;31,60
29,40;60,04;94,04;29,37;24,85;7,00;52,05;0,66;0,49;0,04;0,04;1,67;0,05;0,00;0,00;37,52;126,91;17,30;0,22;5474,61;31,60
30,00;55,91;92,73;30,36;25,19;6,79;41,65;0,66;0,59;0,06;0,02;1,34;0,29;0,00;0,00;37,52;126,97;19,58;0,27;5482,25;31,80
27,40;75,21;97,37;29,36;22,89;10,02;79,19;0,79;0,65;0,48;0,51;1,32;7,17;0,01;0,42;37,60;126,99;212,34;2,79;5608,97;25,70
30,50;63,62;96,20;31,54;23,82;7,16;73,76;0,77;0,67;0,46;0,54;2,04;6,41;0,01;0,32;37,60;127,03;44,76;0,51;5473,93;27,50
31,30;56,07;94,03;32,41;24,08;7,50;50,88;0,78;0,64;0,44;0,62;2,22;4,14;0,01;0,62;37,58;127,06;33,31;0,27;5468,39;28,90
30,80;74,62;99,21;30,74;23,31;7,23;84,84;0,80;0,70;0,39;0,46;1,59;10,31;0,12;1,14;37,65;127,02;45,72;2,53;5460,29;29,30
31,00;65,99;95,69;31,66;23,99;7,19;101,57;0,72;0,70;0,47;0,50;0,67;2,59;0,01;0,17;37,55;127,14;35,04;0,51;5461,00;28,50
30,80;58,32;89,11;32,02;24,77;7,73;62,37;0,72;0,67;0,38;0,55;0,73;3,11;0,04;0,10;37,51;127,04;54,64;0,15;5475,10;29,20
29,20;74,51;95,45;29,99;24,42;7,33;85,62;0,87;0,66;0,59;0,48;1,43;7,03;0,01;0,58;37,58;126,84;12,37;0,10;5452,40;28,70
30,10;62,27;91,04;31,43;24,87;7,81;56,60;0,76;0,59;0,47;0,53;0,73;3,39;0,03;0,20;37,47;126,91;52,52;1,56;5461,43;29,10
30,50;71,41;94,00;30,27;24,50;7,95;75,33;0,77;0,59;0,48;0,51;1,22;3,45;0,03;2,88;37,50;126,83;50,93;0,41;5481,52;29,50
28,40;66,21;93,29;30,45;24,14;8,24;71,14;0,73;0,54;0,40;0,50;0,18;2,82;0,03;0,04;37,46;126,96;208,51;5,18;5456,06;27,70
30,70;56,48;91,89;32,40;24,59;7,46;68,37;0,74;0,65;0,43;0,54;0,80;2,76;0,01;0,24;37,54;127,09;28,70;0,62;5471,48;28,20
31,00;63,14;93,56;31,14;23,78;8,78;58,77;0,81;0,62;0,42;0,57;2,57;3,71;0,01;1,41;37,55;126,99;132,12;0,59;5524,09;28,40
31,50;54,81;93,65;32,23;23,93;7,29;58,09;0,79;0,66;0,47;0,56;1,45;4,02;0,00;0,32;37,58;127,08;59,83;2,69;5457,78;29,00
30,40;60,42;89,28;31,94;25,71;8,23;32,97;0,77;0,60;0,42;0,59;1,52;3,47;0,03;0,76;37,50;126,93;30,97;0,62;5459,97;29,90
30,40;65,67;91,77;31,56;24,79;8,20;58,98;0,78;0,61;0,49;0,56;2,31;3,93;0,01;1,42;37,55;126,94;30,05;0,86;5474,61;28,60
29,70;63,38;90,81;31,56;24,45;7,08;80,47;0,71;0,64;0,38;0,50;0,19;3,47;0,04;0,07;37,47;127,00;82,29;2,26;5447,84;28,00
30,60;63,07;95,88;31,38;23,48;6,72;96,66;0,73;0,67;0,50;0,59;0,90;7,36;0,00;0,28;37,62;127,10;53,47;0,70;5474,74;28,00
31,90;61,62;91,86;31,77;24,46;6,88;83,08;0,68;0,65;0,40;0,52;0,30;4,31;0,06;0,05;37,48;127,02;56,44;1,23;5460,84;31,00
31,80;66,98;90,05;31,13;24,65;8,42;43,43;0,80;0,66;0,53;0,55;1,36;5,07;0,01;0,39;37,58;126,94;75,09;1,77;5501,19;28,20
29,70;78,21;98,84;29,59;22,99;10,83;75,70;0,78;0,68;0,43;0,47;1,22;8,60;0,01;0,59;37,62;127,00;146,55;4,73;5547,70;28,20
30,20;57,42;94,42;32,34;24,28;7,91;53,38;0,78;0,61;0,41;0,57;1,68;3,52;0,01;1,21;37,55;127,04;26,30;0,57;5464,62;28,50
31,20;59,75;89,56;32,21;24,89;7,06;76,67;0,69;0,69;0,42;0,49;0,61;3,46;0,04;0,04;37,51;127,09;21,97;0,13;5455,29;29,20
30,50;66,14;92,62;30,82;25,20;7,66;73,85;0,77;0,61;0,50;0,61;1,50;3,92;0,02;2,94;37,54;126,89;15,59;0,16;5454,85;29,60
30,90;61,99;91,23;31,41;25,38;7,85;54,65;0,77;0,61;0,46;0,60;2,07;3,52;0,03;2,85;37,52;126,91;17,30;0,22;5452,39;29,90
30,90;61,43;89,79;32,16;25,22;8,09;50,69;0,77;0,60;0,39;0,57;1,75;3,29;0,02;1,35;37,52;126,97;19,58;0,27;5460,18;29,90
25,40;73,51;98,98;28,49;24,04;8,17;68,10;0,69;0,74;0,28;0,30;2,44;4,63;0,00;0,00;37,60;126,99;212,34;2,79;5586,85;30,20
27,40;67,39;96,83;30,41;25,44;5,09;57,10;0,73;0,73;0,21;0,13;4,12;5,46;0,00;0,00;37,60;127,03;44,76;0,51;5451,26;32,70
28,60;68,45;94,63;30,89;25,88;5,56;37,27;0,71;0,72;0,27;0,15;4,65;5,91;0,02;0,00;37,58;127,06;33,31;0,27;5445,73;33,10
28,70;74,58;99,19;29,79;24,91;6,09;73,50;0,68;0,69;0,21;0,19;2,27;3,37;0,00;0,00;37,65;127,02;45,72;2,53;5437,58;33,60
28,40;75,26;97,31;30,00;25,03;5,83;68,88;0,69;0,66;0,29;0,23;2,26;6,96;0,01;0,25;37,55;127,14;35,04;0,51;5438,16;33,00
28,90;70,06;94,10;30,25;25,77;6,43;43,97;0,73;0,74;0,29;0,29;2,57;8,29;0,01;0,01;37,51;127,04;54,64;0,15;5452,26;33,40
28,70;74,26;96,13;29,58;25,62;6,15;81,62;0,75;0,67;0,20;0,27;5,76;4,91;0,00;0,00;37,58;126,84;12,37;0,10;5429,65;33,30
28,90;72,75;92,57;29,80;25,64;6,23;41,51;0,78;0,69;0,24;0,25;3,73;7,25;0,01;0,00;37,47;126,91;52,52;1,56;5438,39;32,50
29,30;74,80;95,09;29,30;25,19;6,42;65,99;0,81;0,67;0,22;0,28;5,15;6,18;0,00;0,00;37,50;126,83;50,93;0,41;5458,84;33,00
27,20;73,97;93,38;28,50;24,95;6,48;50,88;0,75;0,75;0,25;0,23;3,77;8,31;0,00;0,00;37,46;126,96;208,51;5,18;5431,23;32,00
27,70;70,82;94,69;30,57;25,57;6,10;54,74;0,71;0,70;0,27;0,26;2,74;6,76;0,01;0,18;37,54;127,09;28,70;0,62;5448,96;32,70
27,60;69,34;94,05;29,71;25,32;6,76;43,99;0,71;0,72;0,27;0,28;3,50;5,83;0,00;0,00;37,55;126,99;132,12;0,59;5501,15;33,30
28,70;67,82;94,34;30,79;25,76;5,45;43,17;0,71;0,69;0,27;0,15;3,74;5,68;0,01;0,00;37,58;127,08;59,83;2,69;5434,70;34,40
29,70;68,91;90,72;30,50;26,13;6,64;23,33;0,77;0,68;0,26;0,29;3,63;6,28;0,00;0,00;37,50;126,93;30,97;0,62;5437,17;32,60
28,20;70,72;93,92;30,29;25,82;7,04;45,89;0,71;0,69;0,26;0,30;3,17;5,20;0,00;0,00;37,55;126,94;30,05;0,86;5452,11;33,00
27,60;78,14;94,72;29,45;25,26;6,07;56,00;0,80;0,76;0,24;0,19;3,50;8,55;0,00;0,00;37,47;127,00;82,29;2,26;5424,25;31,50
28,00;71,63;97,61;30,29;24,88;4,78;80,30;0,66;0,73;0,27;0,14;4,26;5,29;0,01;0,00;37,62;127,10;53,47;0,70;5451,94;32,70
30,20;74,86;95,23;29,73;25,33;6,28;59,09;0,79;0,77;0,26;0,17;3,62;8,43;0,01;0,00;37,48;127,02;56,44;1,23;5437,72;35,20
28,00;68,83;92,49;30,04;25,69;7,11;39,26;0,74;0,68;0,27;0,31;2,56;4,93;0,00;0,00;37,58;126,94;75,09;1,77;5478,66;32,90
27,80;76,60;99,64;28,79;24,28;8,62;69,42;0,68;0,73;0,25;0,20;2,51;4,54;0,00;0,00;37,62;127,00;146,55;4,73;5525,58;32,50
28,30;66,41;94,33;30,70;25,77;6,13;38,44;0,71;0,73;0,25;0,21;3,93;5,91;0,01;0,00;37,55;127,04;26,30;0,57;5441,99;32,80
28,80;69,47;95,66;30,21;25,58;6,18;54,87;0,69;0,73;0,23;0,23;2,77;7,69;0,01;0,06;37,51;127,09;21,97;0,13;5432,50;34,20
29,20;71,67;93,46;29,64;25,86;6,61;58,07;0,75;0,65;0,24;0,27;3,04;5,90;0,00;0,00;37,54;126,89;15,59;0,16;5432,13;33,50
29,80;69,24;92,80;30,11;26,05;6,68;40,94;0,75;0,67;0,25;0,29;3,26;5,84;0,00;0,00;37,52;126,91;17,30;0,22;5429,59;33,90
29,70;69,37;91,53;30,79;26,15;6,80;35,93;0,72;0,73;0,27;0,33;3,47;6,21;0,01;0,00;37,52;126,97;19,58;0,27;5437,53;33,60
29,70;76,39;95,40;29,29;24,57;7,52;89,89;0,66;0,45;0,18;0,11;3,84;0,97;0,68;0,00;37,60;126,99;212,34;2,79;5564,09;30,30
32,00;66,21;94,93;31,35;25,57;5,10;80,13;0,61;0,48;0,20;0,09;2,66;5,78;0,10;0,00;37,60;127,03;44,76;0,51;5427,94;32,50
32,70;59,57;90,55;32,16;26,24;5,86;44,50;0,67;0,48;0,22;0,08;5,14;4,46;0,01;0,00;37,58;127,06;33,31;0,27;5422,42;33,60
33,00;77,68;99,22;30,70;25,23;4,99;88,21;0,61;0,50;0,16;0,12;1,64;0,98;0,96;0,00;37,65;127,02;45,72;2,53;5414,20;33,70
32,90;69,42;95,77;31,00;25,61;5,31;104,91;0,69;0,41;0,21;0,10;4,83;0,96;0,00;0,00;37,55;127,14;35,04;0,51;5414,68;33,30
32,60;63,10;89,14;30,96;26,40;5,90;57,24;0,61;0,32;0,32;0,13;0,71;0,02;0,20;0,00;37,51;127,04;54,64;0,15;5428,76;33,50
32,70;76,63;97,52;29,84;25,66;4,96;86,18;0,70;0,40;0,20;0,21;1,93;0,00;0,03;0,00;37,58;126,84;12,37;0,10;5406,26;33,00
31,90;69,62;91,09;30,41;26,37;5,41;53,92;0,71;0,37;0,40;0,17;1,11;0,00;6,65;0,00;37,47;126,91;52,52;1,56;5414,69;32,80
32,60;76,82;96,46;29,79;25,52;5,37;72,21;0,75;0,40;0,25;0,19;0,68;0,04;1,65;0,00;37,50;126,83;50,93;0,41;5435,52;33,80
31,30;71,48;91,91;29,19;25,66;6,00;66,39;0,59;0,34;0,40;0,18;0,32;0,01;1,61;0,00;37,46;126,96;208,51;5,18;5405,71;31,40
32,30;60,59;88,63;31,77;26,49;5,94;60,73;0,66;0,44;0,21;0,10;3,09;0,08;0,01;0,00;37,54;127,09;28,70;0,62;5425,79;33,20
32,50;64,19;89,87;30,87;26,02;6,53;45,78;0,64;0,42;0,28;0,11;4,71;0,34;0,01;0,00;37,55;126,99;132,12;0,59;5477,56;33,40
33,30;58,09;90,00;32,07;26,15;5,78;57,78;0,64;0,49;0,20;0,08;4,23;1,35;0,01;0,00;37,58;127,08;59,83;2,69;5410,97;34,10
32,00;67,12;88,35;30,88;27,02;5,87;32,42;0,68;0,38;0,37;0,14;2,31;0,01;5,99;0,00;37,50;126,93;30,97;0,62;5413,72;33,40
32,50;67,79;89,46;31,29;26,81;5,92;47,44;0,71;0,42;0,28;0,14;1,27;0,03;0,02;0,00;37,55;126,94;30,05;0,86;5428,96;33,50
31,20;73,87;89,42;30,12;25,94;5,53;71,60;0,53;0,37;0,42;0,16;0,41;0,01;2,21;0,00;37,47;127,00;82,29;2,26;5399,99;32,30
32,30;67,80;96,70;31,28;25,20;5,01;117,00;0,60;0,49;0,28;0,11;2,24;1,13;0,19;0,00;37,62;127,10;53,47;0,70;5428,50;32,80
34,00;71,09;92,36;30,30;25,92;5,57;78,66;0,55;0,35;0,42;0,13;0,33;0,03;1,51;0,00;37,48;127,02;56,44;1,23;5413,95;35,40
32,30;68,11;91,31;30,92;26,35;6,04;45,53;0,75;0,43;0,26;0,16;4,78;0,06;0,01;0,00;37,58;126,94;75,09;1,77;5455,49;33,10
32,40;80,01;96,13;29,60;24,80;7,06;95,74;0,60;0,42;0,14;0,10;3,58;1,04;0,84;0,00;37,62;127,00;146,55;4,73;5502,80;32,80
32,10;59,50;87,64;32,08;26,67;6,08;39,82;0,67;0,42;0,23;0,08;7,97;0,54;0,01;0,00;37,55;127,04;26,30;0,57;5418,70;32,90
33,20;65,35;88,36;31,04;26,45;5,65;71,02;0,64;0,33;0,26;0,11;0,47;0,02;0,09;0,00;37,51;127,09;21,97;0,13;5409,07;34,20
33,10;72,68;95,07;30,26;26,11;5,45;62,46;0,72;0,40;0,29;0,16;0,54;0,02;0,02;0,00;37,54;126,89;15,59;0,16;5408,75;34,30
33,10;70,21;92,01;30,75;26,55;5,64;45,65;0,68;0,42;0,35;0,14;1,16;0,03;0,13;0,00;37,52;126,91;17,30;0,22;5406,14;34,00
33,10;63,20;85,51;31,40;27,02;6,02;40,59;0,57;0,42;0,33;0,13;3,30;0,02;0,15;0,00;37,52;126,97;19,58;0,27;5414,24;33,90
29,90;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;37,60;126,99;212,34;2,79;5540,74;29,90
31,90;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;37,60;127,03;44,76;0,51;5404,02;32,70
33,00;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;37,58;127,06;33,31;0,27;5398,52;32,60
33,30;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;37,65;127,02;45,72;2,53;5390,28;33,50
33,20;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;37,55;127,14;35,04;0,51;5390,60;31,60
32,80;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;37,51;127,04;54,64;0,15;5404,67;32,70
32,40;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;37,58;126,84;12,37;0,10;5382,27;32,50
32,50;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;37,47;126,91;52,52;1,56;5390,40;31,30
32,90;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;37,50;126,83;50,93;0,41;5411,60;32,60
30,80;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;37,46;126,96;208,51;5,18;5379,57;31,10
32,90;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;37,54;127,09;28,70;0,62;5402,02;32,30
32,70;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;37,55;126,99;132,12;0,59;5453,36;32,60
33,40;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;37,58;127,08;59,83;2,69;5386,64;32,90
33,00;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;37,50;126,93;30,97;0,62;5389,66;32,10
32,60;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;37,55;126,94;30,05;0,86;5405,22;33,10
32,20;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;37,47;127,00;82,29;2,26;5375,12;31,00
31,80;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;37,62;127,10;53,47;0,70;5404,46;31,60
34,10;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;37,48;127,02;56,44;1,23;5389,58;33,40
32,60;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;37,58;126,94;75,09;1,77;5431,72;32,70
32,50;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;37,62;127,00;146,55;4,73;5479,46;32,80
32,50;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;37,55;127,04;26,30;0,57;5394,83;32,30
33,70;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;37,51;127,09;21,97;0,13;5385,04;32,70
34,00;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;37,54;126,89;15,59;0,16;5384,78;33,50
33,70;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;37,52;126,91;17,30;0,22;5382,09;33,20
33,40;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;37,52;126,97;19,58;0,27;5390,35;33,60
29,60;79,99;96,50;25,29;22,99;5,54;44,66;0,73;0,79;0,69;0,77;5,16;1,00;0,00;0,01;37,60;126,99;212,34;2,79;5516,81;28,90
